guest_id,event_timestamp,from_zone,to_zone,ride_name,ride_category,posted_wait_min,actual_wait_min,ride_duration_min,crowd_level,temperature_f,weather,festival,party_size,ticket_type,fun_score,frustration_score
4791,2025-02-08 13:28:00,World Showcase Morocco,World Showcase France,,,,,,4.7,55.0,clear,Festival of the Arts,3,standard,4.56,2.81
22963,2025-08-31 17:09:32,World Showcase United Kingdom,World Showcase France,,,,,,4.6,61.5,cloudy,Food & Wine,5,standard,5.12,3.62
58,2025-01-17 12:33:07,World Showcase Mexico,World Showcase Canada,Test Track,Thrill,37.6,39.2,14.2,3.9,57.0,clear,Festival of the Arts,5,standard,7.9,3.76
8341,2025-03-17 13:52:01,World Showcase American Adventure,World Discovery,,,,,,1.7,60.2,clear,Flower & Garden,6,standard,4.4,3.25
2733,2025-01-28 14:33:34,Entrance,World Nature,,,,,,3.6,55.0,light_rain,Festival of the Arts,2,standard,5.57,3.47
24528,2025-09-18 10:17:00,Entrance,World Nature,Guardians of the Galaxy: Cosmic Rewind,Thrill,78.9,85.6,14.5,5.3,67.7,clear,Food & Wine,2,standard,9.37,5.98
10720,2025-04-23 09:45:00,World Discovery,World Celebration,,,,,,1.0,64.1,clear,Flower & Garden,4,standard,7.09,1.78
13295,2025-05-21 16:10:28,World Discovery,Entrance,,,,,,1.0,76.5,storm,Flower & Garden,3,park_hopper,5.23,2.44
5305,2025-02-11 18:08:06,World Showcase Italy,World Showcase American Adventure,,,,,,2.7,60.7,clear,Festival of the Arts,2,standard,2.95,2.04
20034,2025-07-15 11:46:00,World Nature,World Showcase Morocco,,,,,,2.2,74.6,cloudy,none,2,annual_pass,7.81,2.65
13140,2025-05-17 18:36:30,Entrance,World Showcase United Kingdom,,,,,,1.6,70.1,storm,Flower & Garden,3,park_hopper,4.06,3.09
15459,2025-06-10 17:54:47,World Showcase Japan,World Showcase Germany,Gran Fiesta Tour,Family,5.0,3.4,19.2,2.5,70.2,cloudy,none,3,annual_pass,7.53,1.15
13775,2025-05-31 12:38:24,World Showcase American Adventure,World Showcase Japan,,,,,,3.7,68.1,clear,Flower & Garden,4,park_hopper,8.12,1.0
1193,2025-01-21 16:50:10,World Nature,Entrance,,,,,,1.0,60.0,light_rain,Festival of the Arts,2,standard,4.59,3.8
12943,2025-05-17 19:15:38,World Nature,World Showcase Canada,,,,,,1.0,70.1,storm,Flower & Garden,4,park_hopper,6.5,2.72
10116,2025-04-14 12:40:57,World Showcase Morocco,Entrance,,,,,,2.8,81.2,clear,Flower & Garden,3,park_hopper,6.95,1.47
11261,2025-04-28 19:19:58,Entrance,World Showcase Morocco,,,,,,2.9,77.6,storm,Flower & Garden,2,park_hopper,4.99,1.0
25496,2025-10-06 13:07:18,World Showcase Mexico,World Showcase Canada,,,,,,3.6,83.3,light_rain,Food & Wine,3,standard,6.84,4.6
6012,2025-02-16 10:15:00,Entrance,World Nature,,,,,,3.0,74.5,cloudy,Festival of the Arts,5,park_hopper,6.57,3.27
10783,2025-04-23 12:18:14,World Showcase Italy,World Showcase Germany,,,,,,3.5,64.1,clear,Flower & Garden,4,standard,6.06,3.64
21229,2025-07-30 19:28:26,World Showcase France,World Showcase United Kingdom,,,,,,1.5,90.9,storm,Food & Wine,3,standard,5.19,1.99
9265,2025-04-09 20:59:45,World Showcase American Adventure,World Showcase Japan,,,,,,2.7,76.4,clear,Flower & Garden,4,standard,3.76,4.2
12755,2025-05-13 10:37:00,World Nature,Entrance,,,,,,1.0,60.0,light_rain,Flower & Garden,5,standard,5.11,1.39
10989,2025-04-28 10:23:00,Entrance,World Nature,,,,,,1.2,77.6,storm,Flower & Garden,2,standard,5.73,1.88
8186,2025-03-17 14:01:34,World Nature,World Showcase Italy,,,,,,2.6,60.2,clear,Flower & Garden,3,park_hopper,4.26,5.08
2037,2025-01-25 19:40:48,Entrance,World Nature,Soarin' Around the World,Family,31.3,31.5,13.9,4.4,55.0,cloudy,Festival of the Arts,2,annual_pass,9.95,2.12
13243,2025-05-21 18:39:27,World Showcase Morocco,World Showcase France,Remy's Ratatouille Adventure,Family,14.1,16.4,12.3,1.0,76.5,storm,Flower & Garden,5,park_hopper,7.32,1.71
16986,2025-06-20 12:23:00,World Discovery,World Celebration,Frozen Ever After,Family,37.2,36.3,12.6,3.6,91.6,cloudy,none,4,standard,7.35,2.66
13825,2025-05-31 10:17:32,Entrance,World Nature,Guardians of the Galaxy: Cosmic Rewind,Thrill,39.3,35.2,11.7,1.0,68.1,clear,Flower & Garden,5,standard,10.0,2.01
20870,2025-07-24 15:08:37,World Showcase American Adventure,World Showcase Norway,Remy's Ratatouille Adventure,Family,25.8,23.1,18.0,3.5,87.7,clear,none,5,standard,8.65,2.34
5830,2025-02-16 13:21:38,World Discovery,World Showcase Canada,Spaceship Earth,Family,16.4,16.3,18.1,5.3,74.5,cloudy,Festival of the Arts,2,park_hopper,7.94,1.96
9666,2025-04-11 13:08:50,World Celebration,World Showcase American Adventure,Frozen Ever After,Family,65.5,61.5,13.2,4.1,83.9,clear,Flower & Garden,3,park_hopper,9.08,5.01
1547,2025-01-24 15:16:09,World Discovery,Entrance,Soarin' Around the World,Family,49.0,45.9,14.5,2.3,58.7,cloudy,Festival of the Arts,4,standard,8.98,3.32
7514,2025-03-08 10:46:00,World Showcase American Adventure,World Discovery,,,,,,3.8,69.6,clear,Flower & Garden,6,standard,6.1,2.53
26974,2025-11-01 19:15:45,World Showcase United Kingdom,World Showcase France,,,,,,6.5,82.7,clear,Food & Wine,4,standard,4.1,3.45
996,2025-01-20 14:47:02,World Showcase Germany,World Showcase Italy,,,,,,4.4,67.2,cloudy,Festival of the Arts,6,standard,7.51,1.87
17501,2025-06-22 13:20:44,World Discovery,Entrance,,,,,,2.7,91.5,storm,none,5,park_hopper,5.23,3.59
20093,2025-07-15 16:38:18,World Showcase China,World Showcase Norway,,,,,,2.6,74.6,cloudy,none,3,standard,5.47,4.32
12669,2025-05-13 17:50:33,World Nature,World Celebration,Remy's Ratatouille Adventure,Family,27.4,28.9,8.5,1.5,60.0,light_rain,Flower & Garden,5,park_hopper,7.97,2.01
24613,2025-09-18 16:03:02,World Showcase United Kingdom,World Showcase France,,,,,,3.8,67.7,clear,Food & Wine,6,standard,7.38,2.55
14764,2025-06-08 20:13:16,World Nature,World Showcase France,,,,,,1.6,81.1,clear,none,2,standard,6.66,2.54
25292,2025-10-06 15:09:56,World Showcase American Adventure,World Discovery,Test Track,Thrill,36.9,33.2,12.3,4.8,83.3,light_rain,Food & Wine,3,annual_pass,8.2,3.02
15743,2025-06-11 11:13:00,Entrance,World Nature,Mission: SPACE,Thrill,12.4,13.1,13.2,1.3,92.3,storm,none,3,park_hopper,7.0,1.0
26145,2025-10-12 11:38:30,World Celebration,World Nature,,,,,,6.3,80.2,cloudy,Food & Wine,5,standard,5.93,1.06
23441,2025-09-06 16:59:34,World Showcase Canada,World Showcase Norway,,,,,,5.7,77.4,clear,Food & Wine,3,annual_pass,5.65,4.89
14856,2025-06-08 11:27:45,World Nature,World Showcase Germany,,,,,,4.2,81.1,clear,none,3,standard,5.65,4.24
9560,2025-04-11 09:37:00,World Nature,World Celebration,Test Track,Thrill,26.4,27.2,11.5,1.0,83.9,clear,Flower & Garden,2,annual_pass,8.59,1.0
15216,2025-06-09 09:44:00,World Discovery,World Nature,,,,,,1.0,89.9,storm,none,2,annual_pass,5.29,1.0
10759,2025-04-23 11:48:37,World Showcase Norway,World Showcase Morocco,,,,,,3.9,64.1,clear,Flower & Garden,3,park_hopper,7.02,6.08
3949,2025-02-03 14:49:25,Entrance,World Discovery,,,,,,2.7,65.3,light_rain,Festival of the Arts,2,park_hopper,3.53,2.52
24468,2025-09-18 14:12:17,World Nature,Entrance,,,,,,5.9,67.7,clear,Food & Wine,1,annual_pass,3.94,4.51
6788,2025-02-24 15:25:34,World Showcase Morocco,World Showcase France,,,,,,2.7,59.0,storm,Festival of the Arts,3,standard,7.07,4.29
11049,2025-04-28 09:39:00,World Discovery,World Celebration,,,,,,1.0,77.6,storm,Flower & Garden,5,standard,5.23,4.2
22478,2025-08-14 13:52:32,World Showcase American Adventure,World Showcase Japan,,,,,,5.7,75.3,light_rain,Food & Wine,4,standard,5.93,6.69
415,2025-01-18 10:57:00,World Nature,World Showcase Canada,Reflections of China,Slow,5.0,1.0,9.5,2.5,55.0,clear,Festival of the Arts,5,standard,5.31,1.0
20737,2025-07-23 18:36:52,World Showcase Japan,World Showcase Morocco,,,,,,2.9,87.6,clear,none,4,standard,7.61,2.64
1259,2025-01-21 12:06:13,World Showcase Canada,World Discovery,,,,,,2.3,60.0,light_rain,Festival of the Arts,4,park_hopper,4.86,3.78
7293,2025-03-07 09:15:00,Entrance,World Discovery,,,,,,1.3,65.9,clear,Flower & Garden,4,standard,5.57,5.1
24764,2025-09-19 12:48:00,World Showcase Japan,World Showcase Morocco,Soarin' Around the World,Family,84.5,76.0,16.3,6.1,72.1,cloudy,Food & Wine,6,standard,7.82,6.97
13720,2025-05-31 17:55:19,World Showcase Germany,World Showcase Norway,Test Track,Thrill,41.0,34.8,15.3,3.5,68.1,clear,Flower & Garden,3,park_hopper,8.32,2.11
14075,2025-06-02 09:24:00,Entrance,World Nature,Remy's Ratatouille Adventure,Family,43.3,37.0,14.8,2.0,83.1,cloudy,none,4,standard,10.0,2.76
4671,2025-02-07 15:56:45,World Showcase France,World Showcase United Kingdom,,,,,,3.7,64.8,clear,Festival of the Arts,2,park_hopper,2.85,1.36
536,2025-01-18 12:41:38,World Showcase Germany,World Showcase China,,,,,,5.9,55.0,clear,Festival of the Arts,5,standard,4.72,4.61
21952,2025-08-10 19:12:00,World Nature,World Showcase United Kingdom,,,,,,2.9,73.5,storm,Food & Wine,3,park_hopper,6.67,3.57
11079,2025-04-28 10:26:52,World Showcase American Adventure,World Discovery,,,,,,1.0,77.6,storm,Flower & Garden,2,standard,5.38,2.41
13619,2025-05-31 12:11:00,Entrance,World Discovery,The Seas with Nemo & Friends,Family,6.0,5.4,8.7,3.5,68.1,clear,Flower & Garden,5,park_hopper,6.67,1.1
18824,2025-07-04 17:17:36,World Showcase Mexico,World Showcase Norway,,,,,,1.0,98.0,light_rain,none,2,annual_pass,7.89,1.64
702,2025-01-19 14:44:37,World Showcase American Adventure,World Showcase Japan,,,,,,4.1,66.2,clear,Festival of the Arts,4,park_hopper,6.24,2.25
5218,2025-02-09 11:27:00,Entrance,World Nature,,,,,,5.1,55.8,clear,Festival of the Arts,2,standard,5.43,2.85
2437,2025-01-26 14:01:46,World Showcase Mexico,World Showcase Canada,,,,,,5.8,73.1,clear,Festival of the Arts,6,standard,4.77,4.02
20512,2025-07-20 12:18:00,Entrance,World Nature,,,,,,4.5,92.0,cloudy,none,5,park_hopper,6.22,5.49
3262,2025-01-31 12:10:22,World Showcase Germany,World Showcase Italy,,,,,,4.3,64.7,cloudy,Festival of the Arts,3,standard,4.32,2.15
18656,2025-07-04 11:20:29,World Showcase United Kingdom,World Showcase Canada,,,,,,1.0,98.0,light_rain,none,1,annual_pass,6.49,2.41
25998,2025-10-08 12:09:00,Entrance,World Discovery,Remy's Ratatouille Adventure,Family,111.8,95.2,11.7,6.1,70.8,cloudy,Food & Wine,3,annual_pass,8.86,6.62
3575,2025-02-01 11:38:00,Entrance,World Discovery,,,,,,2.0,64.4,light_rain,Festival of the Arts,2,annual_pass,5.67,3.53
13174,2025-05-21 14:12:00,World Showcase China,World Showcase Germany,Test Track,Thrill,24.2,23.7,7.0,1.6,76.5,storm,Flower & Garden,4,standard,8.45,1.0
18514,2025-06-30 15:25:01,World Showcase United Kingdom,World Showcase France,Journey Into Imagination with Figment,Family,9.1,8.3,6.1,3.6,84.5,clear,none,3,annual_pass,6.73,1.01
17811,2025-06-26 13:14:56,World Showcase Morocco,World Showcase France,,,,,,2.0,77.1,storm,none,4,standard,5.95,1.68
25930,2025-10-08 12:18:35,World Showcase United Kingdom,World Showcase France,,,,,,5.8,70.8,cloudy,Food & Wine,3,park_hopper,5.69,3.56
24922,2025-09-19 18:15:46,World Showcase Italy,World Showcase American Adventure,,,,,,4.7,72.1,cloudy,Food & Wine,2,standard,5.45,4.89
26237,2025-10-12 15:07:26,World Showcase American Adventure,World Showcase Italy,,,,,,7.3,80.2,cloudy,Food & Wine,2,standard,4.76,2.61
8920,2025-04-03 11:29:44,World Showcase Japan,World Showcase Germany,,,,,,2.4,59.1,light_rain,Flower & Garden,2,standard,5.52,2.16
24677,2025-09-18 20:37:59,World Discovery,Entrance,,,,,,3.7,67.7,clear,Food & Wine,2,park_hopper,4.02,2.07
26156,2025-10-12 12:12:43,World Showcase France,World Showcase United Kingdom,,,,,,6.5,80.2,cloudy,Food & Wine,3,standard,3.96,3.66
11344,2025-05-01 13:13:16,World Nature,Entrance,Reflections of China,Slow,5.0,1.5,6.9,2.9,77.8,clear,Flower & Garden,3,standard,6.36,1.0
17230,2025-06-21 18:06:07,World Showcase United Kingdom,World Showcase Mexico,Journey Into Imagination with Figment,Family,8.6,8.4,11.4,3.1,80.1,light_rain,none,4,standard,4.65,1.47
6010,2025-02-16 16:06:00,World Showcase Japan,World Showcase Morocco,,,,,,3.8,74.5,cloudy,Festival of the Arts,2,annual_pass,5.66,3.98
7275,2025-03-07 12:48:38,World Showcase United Kingdom,World Showcase Japan,,,,,,3.6,65.9,clear,Flower & Garden,2,annual_pass,5.31,2.45
15818,2025-06-17 17:03:00,Entrance,World Discovery,,,,,,1.9,87.4,storm,none,2,park_hopper,8.21,4.15
13662,2025-05-31 15:42:01,World Showcase American Adventure,World Showcase Japan,The Seas with Nemo & Friends,Family,18.3,16.4,16.5,3.2,68.1,clear,Flower & Garden,5,standard,6.95,1.14
20412,2025-07-20 10:01:00,World Showcase Germany,World Showcase China,Test Track,Thrill,18.6,18.9,12.5,1.6,92.0,cloudy,none,2,standard,7.75,2.23
7070,2025-02-24 11:06:26,World Celebration,World Discovery,,,,,,2.3,59.0,storm,Festival of the Arts,5,standard,5.44,3.63
8412,2025-03-17 12:40:09,World Showcase Germany,World Showcase China,,,,,,2.9,60.2,clear,Flower & Garden,4,park_hopper,5.83,3.03
5020,2025-02-09 13:01:00,World Discovery,World Showcase Japan,Soarin' Around the World,Family,43.8,58.0,12.2,6.2,55.8,clear,Festival of the Arts,2,park_hopper,9.35,5.11
24803,2025-09-19 12:29:00,Entrance,World Nature,,,,,,5.5,72.1,cloudy,Food & Wine,6,standard,6.14,1.81
12776,2025-05-13 10:33:00,World Showcase American Adventure,World Showcase Japan,,,,,,1.0,60.0,light_rain,Flower & Garden,4,standard,4.89,1.7
2092,2025-01-25 14:16:30,World Showcase Italy,World Showcase Germany,,,,,,3.9,55.0,cloudy,Festival of the Arts,4,standard,2.8,2.38
140,2025-01-17 17:14:40,World Showcase Canada,World Showcase United Kingdom,The Seas with Nemo & Friends,Family,12.7,14.9,14.0,3.3,57.0,clear,Festival of the Arts,5,standard,6.25,2.07
1158,2025-01-20 17:02:04,World Showcase Mexico,World Showcase Canada,Soarin' Around the World,Family,43.0,39.6,10.7,3.2,67.2,cloudy,Festival of the Arts,1,annual_pass,10.0,3.71
18204,2025-06-27 13:47:10,World Showcase American Adventure,World Showcase Japan,,,,,,3.5,87.8,cloudy,none,4,standard,6.81,4.1
15648,2025-06-11 17:17:04,World Showcase Mexico,World Showcase Norway,,,,,,3.0,92.3,storm,none,2,standard,6.72,4.24
14833,2025-06-08 20:06:31,World Showcase Canada,World Nature,Mission: SPACE,Thrill,15.1,13.6,14.7,1.7,81.1,clear,none,5,standard,7.62,1.64
27862,2025-11-14 15:31:11,World Showcase Norway,World Showcase Mexico,,,,,,3.6,75.7,light_rain,Food & Wine,2,standard,7.05,3.99
10378,2025-04-15 14:58:01,World Showcase Germany,World Showcase China,,,,,,2.3,75.7,clear,Flower & Garden,2,standard,4.92,4.78
26464,2025-10-14 14:36:04,World Showcase Japan,World Showcase American Adventure,,,,,,6.2,72.6,cloudy,Food & Wine,5,standard,2.48,3.68
8426,2025-03-17 17:38:49,World Discovery,World Celebration,,,,,,1.8,60.2,clear,Flower & Garden,6,standard,4.91,4.75
24932,2025-09-19 12:29:08,World Nature,Entrance,,,,,,5.2,72.1,cloudy,Food & Wine,4,standard,6.39,3.55
20607,2025-07-23 19:23:12,World Nature,Entrance,,,,,,2.4,87.6,clear,none,5,standard,4.9,2.75
26854,2025-11-01 15:12:29,World Showcase Germany,World Showcase Canada,,,,,,5.8,82.7,clear,Food & Wine,2,annual_pass,5.98,1.66
8148,2025-03-17 18:36:26,World Showcase American Adventure,World Discovery,Guardians of the Galaxy: Cosmic Rewind,Thrill,67.2,69.6,13.0,2.5,60.2,clear,Flower & Garden,2,standard,9.0,4.83
13680,2025-05-31 12:33:22,World Celebration,World Nature,,,,,,4.3,68.1,clear,Flower & Garden,5,standard,5.49,2.87
21265,2025-07-30 10:26:00,World Discovery,World Showcase American Adventure,Soarin' Around the World,Family,31.0,27.3,9.9,1.0,90.9,storm,Food & Wine,2,standard,8.72,2.32
3392,2025-01-31 10:26:00,Entrance,World Discovery,,,,,,2.4,64.7,cloudy,Festival of the Arts,3,standard,5.73,1.45
24952,2025-09-19 10:01:36,World Discovery,Entrance,,,,,,3.1,72.1,cloudy,Food & Wine,3,annual_pass,5.16,3.2
4009,2025-02-03 16:30:30,World Celebration,World Discovery,,,,,,1.7,65.3,light_rain,Festival of the Arts,4,standard,8.07,2.65
9875,2025-04-13 11:02:46,World Showcase Japan,World Showcase American Adventure,,,,,,2.0,82.0,light_rain,Flower & Garden,1,annual_pass,5.19,1.28
3180,2025-01-31 17:01:11,World Showcase United Kingdom,World Showcase Germany,,,,,,2.3,64.7,cloudy,Festival of the Arts,6,standard,7.28,3.42
25659,2025-10-07 13:37:47,World Showcase China,World Showcase Norway,Frozen Ever After,Family,63.7,63.7,14.2,7.3,73.7,clear,Food & Wine,5,standard,8.98,6.06
1860,2025-01-25 18:26:22,World Showcase Italy,World Showcase American Adventure,,,,,,3.9,55.0,cloudy,Festival of the Arts,1,annual_pass,6.86,3.67
25185,2025-09-20 18:14:04,World Showcase American Adventure,World Showcase Japan,The American Adventure,Slow,5.0,2.6,10.9,5.9,82.0,cloudy,Food & Wine,4,standard,7.18,2.84
2343,2025-01-26 13:41:51,World Showcase Japan,Entrance,,,,,,6.1,73.1,clear,Festival of the Arts,5,standard,4.41,2.42
8950,2025-04-03 20:28:09,World Showcase Norway,World Showcase China,,,,,,1.4,59.1,light_rain,Flower & Garden,6,standard,5.18,4.83
18032,2025-06-27 11:50:00,World Nature,World Showcase Canada,Remy's Ratatouille Adventure,Family,30.8,34.3,13.8,1.8,87.8,cloudy,none,4,standard,9.1,2.76
7024,2025-02-24 12:49:55,World Showcase Canada,World Showcase United Kingdom,,,,,,3.1,59.0,storm,Festival of the Arts,5,standard,6.61,2.43
22071,2025-08-11 12:37:47,World Showcase Norway,World Showcase Mexico,Spaceship Earth,Family,8.7,10.2,10.5,3.8,77.2,storm,Food & Wine,5,standard,7.11,1.42
9443,2025-04-11 14:37:25,World Showcase France,World Showcase United Kingdom,Frozen Ever After,Family,44.6,47.3,16.3,3.0,83.9,clear,Flower & Garden,3,standard,7.53,3.58
21090,2025-07-24 13:33:50,World Showcase France,World Nature,,,,,,3.3,87.7,clear,none,5,standard,4.67,6.69
14472,2025-06-06 10:03:00,Entrance,World Showcase Norway,Test Track,Thrill,17.3,15.2,8.7,2.7,85.9,cloudy,none,3,annual_pass,9.1,1.23
9039,2025-04-03 14:05:20,World Showcase Norway,World Showcase Mexico,Soarin' Around the World,Family,34.8,31.0,9.4,1.8,59.1,light_rain,Flower & Garden,3,standard,8.82,1.0
24032,2025-09-10 09:50:00,World Showcase American Adventure,World Showcase Italy,,,,,,2.7,74.6,clear,Food & Wine,3,standard,5.7,3.2
12573,2025-05-12 13:02:53,Entrance,World Discovery,Soarin' Around the World,Family,15.7,15.3,14.9,1.0,66.9,storm,Flower & Garden,3,standard,9.31,1.0
16759,2025-06-20 11:02:00,World Showcase Japan,World Showcase American Adventure,,,,,,3.0,91.6,cloudy,none,3,standard,7.35,1.51
25775,2025-10-08 11:20:00,Entrance,World Nature,Gran Fiesta Tour,Family,5.7,5.7,7.2,5.6,70.8,cloudy,Food & Wine,3,standard,5.99,1.92
20361,2025-07-20 18:27:36,World Nature,World Celebration,Test Track,Thrill,41.9,32.1,12.6,2.8,92.0,cloudy,none,2,standard,7.46,2.35
25845,2025-10-08 12:49:43,World Discovery,World Showcase American Adventure,,,,,,5.1,70.8,cloudy,Food & Wine,6,standard,6.41,4.58
6926,2025-02-24 12:07:07,World Showcase Italy,World Nature,Mission: SPACE,Thrill,25.1,24.4,11.5,3.1,59.0,storm,Festival of the Arts,6,standard,8.18,2.15
6224,2025-02-17 12:11:00,World Discovery,Entrance,,,,,,3.7,74.4,cloudy,Festival of the Arts,3,annual_pass,6.13,3.0
12297,2025-05-11 17:01:44,Entrance,World Discovery,Spaceship Earth,Family,10.6,9.7,10.9,3.1,73.8,cloudy,Flower & Garden,3,standard,8.54,1.12
3179,2025-01-31 14:26:12,World Showcase Canada,World Showcase United Kingdom,,,,,,1.9,64.7,cloudy,Festival of the Arts,5,standard,5.4,3.54
26003,2025-10-08 13:33:38,World Showcase Norway,World Showcase Morocco,,,,,,6.5,70.8,cloudy,Food & Wine,2,annual_pass,5.63,4.47
6295,2025-02-17 14:55:03,World Showcase Morocco,World Showcase France,The Seas with Nemo & Friends,Family,18.1,17.1,8.0,5.0,74.4,cloudy,Festival of the Arts,5,park_hopper,6.7,2.83
18860,2025-07-04 15:45:27,World Showcase Italy,World Showcase China,,,,,,2.8,98.0,light_rain,none,4,standard,4.74,3.01
6209,2025-02-17 11:57:36,World Showcase Morocco,World Showcase Japan,Soarin' Around the World,Family,51.9,46.5,10.1,3.6,74.4,cloudy,Festival of the Arts,5,standard,8.64,3.78
12830,2025-05-13 16:47:37,World Showcase Canada,World Nature,Mission: SPACE,Thrill,10.5,10.9,12.0,1.9,60.0,light_rain,Flower & Garden,4,park_hopper,9.2,1.0
7924,2025-03-16 14:43:59,World Discovery,World Showcase American Adventure,Test Track,Thrill,45.5,36.0,14.0,3.7,79.2,clear,Flower & Garden,5,standard,8.17,1.96
27227,2025-11-05 18:34:31,World Showcase American Adventure,World Showcase Japan,,,,,,2.7,78.5,light_rain,Food & Wine,4,park_hopper,8.04,4.96
5729,2025-02-14 20:28:21,World Showcase China,World Showcase Norway,,,,,,2.2,68.1,clear,Festival of the Arts,2,annual_pass,3.89,5.66
27174,2025-11-05 16:19:29,World Showcase Japan,World Discovery,Remy's Ratatouille Adventure,Family,37.8,32.3,10.8,3.8,78.5,light_rain,Food & Wine,3,standard,10.0,2.57
6451,2025-02-21 16:30:13,World Showcase France,World Showcase United Kingdom,,,,,,2.0,71.1,clear,Festival of the Arts,3,annual_pass,5.6,2.91
11237,2025-04-28 17:41:20,World Showcase Italy,World Showcase Germany,,,,,,1.0,77.6,storm,Flower & Garden,2,standard,7.65,2.76
14765,2025-06-08 13:31:32,World Showcase Italy,World Showcase United Kingdom,Remy's Ratatouille Adventure,Family,44.8,44.4,11.1,7.1,81.1,clear,none,5,standard,7.57,3.73
10242,2025-04-15 16:38:42,World Showcase France,World Showcase United Kingdom,,,,,,1.0,75.7,clear,Flower & Garden,4,standard,4.41,4.9
20605,2025-07-23 17:20:19,World Showcase Canada,World Showcase United Kingdom,,,,,,2.3,87.6,clear,none,2,standard,6.74,2.55
25073,2025-09-20 16:51:32,World Showcase United Kingdom,World Showcase France,,,,,,6.8,82.0,cloudy,Food & Wine,5,standard,5.14,2.49
6963,2025-02-24 15:12:08,World Nature,Entrance,,,,,,1.0,59.0,storm,Festival of the Arts,5,park_hopper,5.98,2.54
18017,2025-06-27 16:31:35,World Nature,World Celebration,Reflections of China,Slow,5.0,1.6,12.0,1.0,87.8,cloudy,none,3,standard,5.9,1.0
2326,2025-01-26 18:08:05,World Showcase Germany,World Showcase China,,,,,,4.6,73.1,clear,Festival of the Arts,2,park_hopper,6.24,3.24
16872,2025-06-20 09:23:00,Entrance,World Nature,,,,,,1.1,91.6,cloudy,none,3,standard,4.72,3.47
4160,2025-02-04 14:09:41,World Nature,World Showcase Canada,Frozen Ever After,Family,61.6,62.3,16.3,3.7,66.1,clear,Festival of the Arts,6,standard,8.47,3.38
23219,2025-09-03 13:54:00,Entrance,World Nature,,,,,,4.1,86.7,storm,Food & Wine,3,standard,6.17,2.75
5451,2025-02-11 18:54:07,World Showcase Morocco,World Showcase France,,,,,,2.7,60.7,clear,Festival of the Arts,3,park_hopper,2.88,3.27
14710,2025-06-08 19:42:45,World Celebration,World Nature,Guardians of the Galaxy: Cosmic Rewind,Thrill,44.5,43.7,9.5,3.1,81.1,clear,none,1,annual_pass,9.57,3.26
11929,2025-05-05 15:27:46,World Showcase United Kingdom,World Showcase China,,,,,,2.6,82.3,storm,Flower & Garden,1,annual_pass,8.76,1.66
19024,2025-07-10 12:08:44,World Showcase Japan,World Showcase American Adventure,Mission: SPACE,Thrill,12.3,11.0,12.9,3.1,76.6,cloudy,none,3,standard,7.23,1.0
18540,2025-06-30 13:57:13,World Nature,Entrance,,,,,,2.4,84.5,clear,none,1,annual_pass,4.1,4.73
14402,2025-06-06 14:49:33,World Showcase China,World Showcase Germany,,,,,,4.1,85.9,cloudy,none,6,standard,5.7,3.11
18428,2025-06-30 20:50:42,World Showcase Norway,World Showcase Mexico,,,,,,2.7,84.5,clear,none,4,standard,5.81,5.06
10588,2025-04-22 11:55:49,World Nature,World Showcase Canada,,,,,,1.0,82.6,storm,Flower & Garden,2,standard,6.1,2.29
10499,2025-04-22 16:16:03,World Showcase Germany,World Showcase Morocco,Soarin' Around the World,Family,45.7,38.4,10.0,1.8,82.6,storm,Flower & Garden,3,standard,8.54,2.97
25696,2025-10-07 18:39:15,World Showcase United Kingdom,World Showcase Canada,Spaceship Earth,Family,11.6,10.3,6.5,2.9,73.7,clear,Food & Wine,3,park_hopper,8.06,1.0
9741,2025-04-13 13:40:00,World Nature,World Celebration,,,,,,3.5,82.0,light_rain,Flower & Garden,2,standard,6.49,3.54
11731,2025-05-02 18:37:02,World Showcase American Adventure,World Discovery,Soarin' Around the World,Family,38.2,36.5,12.9,1.8,81.6,clear,Flower & Garden,6,standard,9.32,2.89
15560,2025-06-10 13:32:09,World Showcase Mexico,World Showcase Canada,,,,,,3.3,70.2,cloudy,none,3,standard,6.0,2.93
10829,2025-04-23 20:12:14,World Showcase Japan,World Showcase France,Frozen Ever After,Family,31.0,32.1,6.6,1.0,64.1,clear,Flower & Garden,6,standard,8.83,1.29
23520,2025-09-06 10:46:00,Entrance,World Nature,Mission: SPACE,Thrill,41.3,33.5,13.5,6.8,77.4,clear,Food & Wine,2,standard,6.47,3.84
16900,2025-06-20 19:24:57,World Showcase Mexico,World Showcase Canada,Soarin' Around the World,Family,20.8,21.1,13.4,1.0,91.6,cloudy,none,2,annual_pass,8.83,1.95
21598,2025-08-03 16:11:26,World Showcase American Adventure,World Showcase Italy,,,,,,6.6,84.3,cloudy,Food & Wine,5,standard,3.59,3.74
15273,2025-06-10 18:10:31,World Showcase Italy,World Showcase Germany,,,,,,1.7,70.2,cloudy,none,1,annual_pass,7.66,2.57
23971,2025-09-10 12:22:56,Entrance,World Showcase Germany,,,,,,5.5,74.6,clear,Food & Wine,5,standard,6.77,1.78
5352,2025-02-11 12:32:13,World Showcase China,World Showcase Norway,Mission: SPACE,Thrill,21.3,21.1,16.9,2.6,60.7,clear,Festival of the Arts,5,standard,7.91,1.91
704,2025-01-19 17:27:54,World Showcase China,World Showcase Norway,Guardians of the Galaxy: Cosmic Rewind,Thrill,105.6,93.2,11.2,3.7,66.2,clear,Festival of the Arts,6,standard,10.0,4.77
